Final Value,CAGR,Volatility,MaxDD,Information Ratio,UpCapture,DownCapture,1Y Avg Outperformance,1Y Worst Underperformance,3Y Avg Outperformance,3Y Worst Underperformance,5Y Avg Outperformance,5Y Worst Underperformance
17655526.018334404,0.14071825248311498,0.12903874833342344,-0.206303532675286,0.4208468701548586,0.08078180493578599,0.9941977277577514,0.07239732117185482,-0.12092873911246993,0.34678878380911066,-0.19671376232147963,0.8190875252896627,0.002301897265623465
