Date,PortfolioValue,Positions
2015-05-11,10615199.6067044,4
2015-05-12,10441829.3067044,4
2015-05-13,10535315.476704398,4
2015-05-14,10593707.2167044,4
2015-05-15,10640766.7067044,4
2015-05-18,10753153.986704402,4
2015-05-19,10764290.086704401,4
2015-05-20,10808240.5767044,4
2015-05-21,10838399.9867044,4
2015-05-22,10895596.616704399,4
2015-05-25,10841992.816704398,4
2015-05-26,10826750.7467044,4
2015-05-27,10772971.4667044,4
2015-05-28,10751253.446704399,4
2015-05-29,10930791.5367044,4
2015-06-01,10926141.326704402,4
2015-06-02,10676914.596704401,4
2015-06-03,10554224.7167044,4
2015-06-04,10541195.5567044,4
2015-06-05,10546930.196704399,4
2015-06-08,10411695.2167044,4
2015-06-09,10337874.7867044,4
2015-06-10,10473210.356704399,4
2015-06-11,10283715.4267044,4
2015-06-12,10255861.3667044,4
2015-06-15,10300966.9167044,4
2015-06-16,10361716.856704399,4
2015-06-17,10489473.5767044,4
2015-06-18,10609756.006704401,4
2015-06-19,10675335.0767044,4
2015-06-22,10793866.746704401,4
2015-06-23,10805801.916704401,4
2015-06-24,10789881.516704401,4
2015-06-25,10804313.5767044,4
2015-06-26,10850076.5367044,4
2015-06-29,10720219.2167044,4
2015-06-30,10824666.936704399,4
2015-07-01,10944770.576704402,4
2015-07-02,10976122.476704398,4
2015-07-03,10995168.256704401,4
2015-07-06,11071393.1467044,4
2015-07-07,11101732.5467044,4
2015-07-08,10940793.4567044,4
2015-07-09,10880179.0367044,4
2015-07-10,10879497.9567044,4
2015-07-13,11021139.756704401,4
2015-07-14,11068903.7167044,4
2015-07-15,11141561.3167044,4
2015-07-16,11248641.0867044,4
2015-07-17,11268093.2767044,4
2015-07-20,11308600.1267044,4
2015-07-21,11188111.6467044,4
2015-07-22,11295216.616704399,4
2015-07-23,11258496.9167044,4
2015-07-24,11196634.156704402,4
2015-07-27,11056876.3267044,4
2015-07-28,11017081.1867044,4
2015-07-29,11121749.456704399,4
2015-07-30,11178227.696704399,4
2015-07-31,11306058.3967044,4
2015-08-03,11327960.836704401,4
2015-08-04,11389759.516704401,4
2015-08-05,11511888.4667044,4
2015-08-06,11533304.7767044,4
2015-08-07,11503122.4167044,4
2015-08-10,11490524.5167044,4
2015-08-11,11422388.3367044,4
2015-08-12,11282402.3167044,4
2015-08-13,11260590.356704399,4
2015-08-14,11456230.8367044,4
2015-08-17,11444959.016704401,4
2015-08-18,11514462.9967044,4
2015-08-19,11591876.766704401,4
2015-08-20,11436276.926704401,4
2015-08-21,11363881.0467044,4
2015-08-24,10569098.8967044,4
2015-08-25,10688869.036704399,4
2015-08-26,10648990.4567044,4
2015-08-27,10862842.896704398,4
2015-08-28,10911965.8467044,4
2015-08-31,10905987.8367044,4
2015-09-01,10705683.3767044,4
2015-09-02,10664670.2967044,4
2015-09-03,10764896.806704402,4
2015-09-04,10548898.5367044,4
2015-09-07,10354598.2567044,4
2015-09-08,10415287.1167044,4
2015-09-09,10591474.2767044,4
2015-09-10,10561366.976704402,4
2015-09-11,10603497.8767044,4
2015-09-14,10702763.8267044,4
2015-09-15,10674230.1767044,4
2015-09-16,10683118.3067044,4
