Final Value,CAGR,Volatility,MaxDD,Information Ratio,UpCapture,DownCapture,1Y Avg Outperformance,1Y Worst Underperformance,3Y Avg Outperformance,3Y Worst Underperformance,5Y Avg Outperformance,5Y Worst Underperformance
15380020.0467044,0.12441056692416508,0.13120316504466928,-0.25169981049860624,0.5011504572866914,0.2728798588279923,0.9987507698139242,0.0386857828589511,-0.10294385214471857,0.17119056774800703,-0.07789569871512514,0.39394496001526913,0.05467743285965598
