Date,Symbol,Side,Qty,ExecPrice
2010-06-10,N500LOWVOL 50,BUY,612.0,3255.29
2010-06-10,N500Q 50,BUY,764.0,2609.295
2010-06-28,N500MOM 50,BUY,280.0,3564.34
2010-07-06,N500VALUE 50,BUY,1.0,2859.1099999999997
