Final Value,CAGR,Volatility,MaxDD,Information Ratio,UpCapture,DownCapture,1Y Avg Outperformance,1Y Worst Underperformance,3Y Avg Outperformance,3Y Worst Underperformance,5Y Avg Outperformance,5Y Worst Underperformance
72543498.9231034,0.11502501388043584,0.14429494586040054,-0.3666543904564302,-0.06358913949919973,2.0839524611392257e-07,0.9999992025873076,-0.024925598071089246,-0.8803698524622978,-0.056859763777764714,-1.9689726280621866,-0.07777038302605,-4.0908392597956045
